Age,Annual_Income,Total_Debt,Credit_History_Years,Payment_History,Loan_Count,Credit_Utilization_Percent,Late_Payments,Employment_Years,Savings,Number_of_Credit_Cards,Creditworthy
40,1639700,246891,14,Good,5,59.6,2,20,478600,3,No
55,1239325,275964,27,Excellent,1,53.4,1,6,915616,5,Yes
41,413782,86753,20,Good,3,72.2,2,11,264153,3,No
49,1344795,480321,4,Good,7,59.3,1,2,684340,4,No
45,814457,50566,13,Good,5,94.4,2,10,256984,6,No
34,1409787,351479,27,Average,6,84.7,3,10,392503,5,No
37,1334424,465052,2,Good,4,6.7,1,2,56715,1,Yes
24,1342126,820786,10,Average,0,36.3,2,6,861216,3,Yes
58,1302647,572246,27,Average,1,33.1,1,27,344860,0,Yes
31,701998,204118,4,Good,5,45.5,2,13,223267,6,No
27,1290644,157079,20,Good,3,73.6,1,4,262688,0,No
43,1653447,1105703,12,Excellent,7,45.5,2,21,1127469,5,Yes
29,1184001,569563,18,Good,7,25.9,4,11,714073,1,Yes
59,777093,546663,18,Good,6,29.2,4,21,502174,1,No
57,985878,393665,9,Good,3,20.5,1,16,82638,6,Yes
30,1731330,203391,14,Average,2,81.2,1,12,109105,5,No
26,1033695,267723,8,Good,3,76.3,2,8,809418,6,No
56,1404744,812723,23,Good,4,69.5,1,17,798092,2,Yes
62,793375,384955,2,Good,2,76.2,4,6,23677,2,No
60,1497630,504359,11,Good,6,6.1,2,14,71845,5,Yes
50,1032129,101493,29,Average,2,47.2,0,28,371498,1,Yes
32,664814,266075,18,Excellent,4,45.4,0,13,425207,1,Yes
39,1259583,320726,9,Average,2,15.3,2,7,242381,3,Yes
33,1419444,505458,22,Excellent,7,46.5,2,15,921630,5,Yes
43,1315841,856211,26,Poor,2,50.2,1,25,174688,2,Yes
52,601614,23394,6,Average,3,80.6,2,4,42143,6,No
40,1315092,80218,20,Poor,3,44.6,0,15,349754,6,No
40,748302,174526,7,Good,4,65.2,1,13,156833,0,No
55,1541303,1043658,9,Good,2,33.4,0,3,476081,5,Yes
39,1716081,401601,26,Average,2,21.9,3,20,267911,6,Yes
26,718645,133065,10,Poor,7,23.4,0,8,439610,0,No
23,1370888,835658,9,Excellent,4,20.9,2,5,814573,0,Yes
32,1490077,646849,20,Excellent,4,34.9,4,5,1071777,0,Yes
48,239182,83700,16,Good,7,87.1,4,18,30773,3,No
32,844929,206247,10,Average,2,75.8,3,2,408904,4,No
62,219279,77054,13,Good,6,79.7,3,20,143482,1,No
43,858743,335205,7,Good,2,57.9,1,20,181252,2,No
50,695693,463843,7,Average,1,14.9,2,1,533251,6,Yes
57,1640537,937086,4,Average,3,78.8,0,18,313149,0,No
31,1449671,263496,4,Average,3,5.8,1,13,445695,4,No
22,557501,118656,21,Average,2,94.2,4,4,82331,1,No
21,1729420,203804,4,Good,5,75.2,1,3,1321034,5,No
30,1459180,76272,13,Average,2,61.7,2,12,109922,0,No
62,899407,583608,21,Good,0,29.7,0,18,382316,2,Yes
28,230601,171045,12,Average,7,11.2,0,10,175483,5,Yes
54,1306418,912137,8,Average,2,38.2,1,18,603892,5,No
34,1594022,849521,2,Excellent,3,16.9,0,8,889808,0,Yes
21,284195,20927,1,Excellent,4,13.5,1,3,195937,0,No
25,627557,409055,1,Poor,3,54.0,1,7,110704,5,No
56,513373,321497,30,Good,1,45.5,1,16,97924,0,Yes
52,673948,416376,10,Good,3,25.6,3,17,19699,1,Yes
43,1119947,220706,6,Good,3,63.4,4,8,282649,1,No
32,1133692,402301,26,Good,3,70.6,1,14,706667,2,Yes
48,614995,216026,12,Good,6,14.0,0,13,469257,2,Yes
57,1095387,335150,4,Average,5,90.9,0,4,311817,2,No
33,1262660,85064,10,Excellent,2,11.0,1,15,545089,2,Yes
53,1596207,649118,10,Average,1,6.3,3,1,1164253,0,Yes
27,1763214,214849,26,Good,2,85.3,4,6,97371,3,No
46,881979,461214,13,Good,5,25.4,2,28,324274,0,Yes
37,1045363,633645,3,Good,6,26.8,5,9,238978,1,No
58,934444,507898,28,Average,4,46.6,2,6,150695,2,Yes
62,1280500,235675,18,Good,5,48.4,2,24,343879,0,Yes
58,1204729,894661,18,Poor,4,25.4,0,26,718460,0,Yes
33,1013731,471155,10,Good,5,72.0,3,8,702213,6,No
57,929122,118645,5,Average,4,88.3,5,2,578547,4,No
54,756677,465297,4,Good,7,24.4,3,26,418442,3,Yes
58,1404491,458415,26,Average,4,72.7,3,30,133762,3,Yes
57,922488,644483,15,Good,0,28.6,3,2,482250,0,Yes
40,924199,119130,11,Poor,5,48.4,1,0,140046,6,No
58,1232330,700658,12,Average,0,28.1,0,11,106232,1,Yes
64,294397,55786,30,Average,6,83.9,1,5,93127,5,No
36,262279,67977,30,Excellent,7,34.9,2,8,59360,1,Yes
64,1741456,487186,12,Poor,6,73.9,3,15,945859,3,No
54,357912,214681,6,Good,0,5.2,3,19,152104,2,Yes
48,1518486,541457,21,Excellent,6,89.0,1,19,788397,4,Yes
52,375246,120882,6,Average,4,6.0,2,18,30472,1,Yes
48,858841,497512,12,Good,1,28.2,1,29,253393,4,Yes
50,1410844,864443,12,Poor,2,32.7,2,1,628771,3,Yes
56,975928,252800,23,Excellent,3,51.1,0,21,540502,1,Yes
58,623031,243689,12,Poor,6,62.4,5,12,253643,4,No
59,1021535,456487,15,Good,6,22.4,0,29,467963,6,Yes
63,1353650,488287,12,Poor,2,72.1,0,28,723964,5,Yes
34,727993,238750,19,Average,3,59.9,0,16,92666,3,Yes
50,403894,22297,16,Excellent,3,11.8,2,27,60763,0,Yes
24,848590,502946,20,Excellent,2,12.6,1,6,675339,5,Yes
46,949605,299040,30,Good,0,70.0,1,6,289408,3,Yes
42,1421968,1017758,27,Average,1,62.8,0,24,147723,2,Yes
59,1043403,683868,18,Excellent,1,50.8,1,1,505011,0,Yes
53,1076782,354514,14,Good,5,61.6,3,16,554794,2,No
46,1587753,1000639,7,Good,2,86.8,3,0,249440,6,No
40,1677652,149337,14,Average,2,93.4,3,0,687179,3,No
31,705069,325553,25,Average,0,92.4,1,13,199714,1,No
65,1798702,1056734,29,Average,4,46.5,2,10,486086,5,Yes
55,1789473,167261,19,Average,5,30.8,0,2,613835,3,Yes
21,1424380,225165,22,Average,7,8.1,0,3,1012387,6,Yes
65,872841,528764,3,Good,1,50.1,0,30,686949,6,No
38,1552236,114858,28,Average,0,90.8,1,4,629498,4,Yes
22,986564,184244,15,Poor,7,55.0,1,4,327469,3,No
35,587442,45762,8,Good,0,18.1,3,14,40647,4,No
22,1520020,312342,20,Average,1,54.4,2,4,966717,3,Yes
63,1665147,454624,11,Average,2,85.5,1,10,737126,3,No
60,316554,158121,26,Good,6,13.5,4,16,23967,2,Yes
44,1265063,289561,23,Average,6,66.8,2,19,505177,3,Yes
53,1710891,659242,21,Average,5,78.3,2,6,741191,4,No
45,1254168,358962,15,Good,6,73.7,2,2,173488,1,No
65,699165,144934,29,Good,7,18.9,1,20,31455,4,Yes
52,760595,127487,14,Excellent,3,83.3,3,22,180077,4,No
44,1680186,345341,10,Average,1,13.1,0,21,541756,2,Yes
22,1613441,54614,1,Poor,5,77.4,1,4,1165905,2,No
50,1350834,500592,29,Poor,5,41.9,2,2,577566,5,Yes
56,523567,312747,4,Excellent,2,68.4,0,28,275869,4,Yes
45,1323657,527315,15,Good,4,60.3,0,9,766081,5,No
27,1132246,373216,14,Average,4,38.9,0,9,255760,5,No
22,1174170,471165,23,Good,7,5.5,2,4,556998,6,Yes
26,1656313,326426,4,Good,1,39.5,3,8,988850,4,No
65,782276,133411,1,Average,1,59.1,2,29,553537,5,No
36,1527098,1093061,30,Good,6,78.7,2,18,715630,0,Yes
51,198073,101786,18,Average,3,68.9,3,3,44305,1,No
56,668906,59755,20,Excellent,7,23.4,1,26,286645,2,Yes
56,575807,258319,7,Good,1,19.6,1,15,408932,3,Yes
56,808864,574683,7,Good,2,19.8,0,25,580145,0,Yes
29,1761074,879849,7,Average,2,47.2,2,0,890911,5,No
53,1210697,696604,18,Average,1,93.8,2,14,561669,2,No
54,949727,176349,5,Average,2,11.5,2,17,691507,5,Yes
31,1067516,184836,20,Average,5,48.1,2,13,269204,3,No
54,1270668,931215,28,Good,6,63.1,4,10,641159,3,Yes
43,581067,110219,12,Good,3,14.0,0,20,57139,4,Yes
21,257175,112412,3,Good,7,85.8,0,2,81548,6,No
45,1737922,741670,12,Average,2,66.3,2,15,1026028,3,No
63,1318882,286084,13,Average,6,32.1,3,1,41735,5,No
29,400169,159605,26,Average,6,55.0,2,11,113148,5,Yes
22,1653682,121798,24,Poor,3,68.8,3,4,116534,6,No
22,887650,167542,9,Excellent,2,54.0,2,4,453503,6,No
24,1128763,686348,14,Average,4,89.3,1,6,764710,6,No
65,1639501,640245,30,Poor,7,25.0,0,4,467941,3,Yes
49,582980,260782,25,Good,5,44.2,2,11,309980,5,Yes
43,794805,123464,13,Poor,3,29.2,0,12,97676,5,Yes
36,405469,73480,1,Poor,6,86.0,1,13,112846,2,No
36,384366,15198,28,Excellent,2,31.7,1,8,55335,2,Yes
37,1078850,108672,26,Good,2,30.8,2,19,163973,5,Yes
60,868725,501693,29,Good,2,36.1,2,13,629749,1,Yes
27,1708502,950667,10,Good,4,20.9,1,9,1033334,6,No
65,1798963,509305,20,Good,2,85.4,0,12,430203,6,Yes
60,351918,73765,13,Good,1,55.4,1,22,18110,3,No
57,1666516,1222997,4,Good,4,25.6,1,15,990385,4,No
44,1282127,265376,3,Good,0,70.2,2,20,336922,3,No
60,1629031,968668,17,Poor,7,23.0,0,20,714379,6,Yes
56,622632,369268,19,Poor,3,77.5,2,28,377443,2,Yes
53,1586368,1090283,21,Excellent,0,65.6,1,26,1236266,2,Yes
37,421225,105788,26,Good,1,53.4,2,19,290351,3,Yes
32,898675,308012,26,Average,7,60.6,4,14,17980,0,No
21,336570,164782,18,Good,1,37.7,7,3,105060,3,No
34,1408343,689682,18,Excellent,7,37.2,1,4,162020,5,Yes
41,842212,297403,26,Good,1,6.8,3,23,24413,0,Yes
56,812259,507871,4,Average,1,75.3,1,24,455955,4,No
25,1650801,377283,20,Excellent,7,78.1,3,4,881638,2,No
45,676762,53424,26,Excellent,3,55.0,4,10,241755,5,Yes
52,1340793,737979,1,Good,7,75.8,3,5,613987,2,No
33,210447,72749,21,Good,4,18.0,4,4,117452,6,No
29,362051,230436,17,Excellent,3,83.6,3,4,146118,6,No
42,1247609,377990,8,Average,4,49.6,0,1,364692,3,No
28,305149,82893,24,Average,6,82.9,2,10,27431,0,No
45,471077,25983,12,Average,2,73.2,2,3,323785,2,No
26,1541871,886369,8,Average,7,6.8,3,8,1175490,6,No
37,935111,517884,14,Good,6,41.9,1,17,565557,0,No
23,626636,174559,19,Excellent,7,42.6,1,5,205882,5,No
55,1387786,888888,17,Poor,1,83.9,2,17,133855,6,No
64,1645744,663496,13,Excellent,4,32.3,1,1,1077248,5,Yes
21,509638,269701,3,Average,1,13.7,0,3,306025,2,Yes
24,696595,204262,4,Good,1,28.7,6,4,339525,1,No
65,604127,255916,11,Good,2,17.5,0,3,447411,5,Yes
26,863404,313798,10,Excellent,1,30.7,4,5,682028,6,No
21,676013,349623,19,Poor,3,92.5,1,3,203872,3,No
53,750442,193296,12,Good,5,41.9,1,6,478843,6,No
35,1416530,81340,27,Good,4,36.5,1,5,930925,3,Yes
42,822650,299874,24,Poor,5,64.5,4,11,615649,5,No
63,308046,126765,14,Poor,1,17.1,1,1,142580,2,No
44,1700404,1155612,25,Average,0,93.8,3,24,1121312,3,No
28,248099,129931,8,Poor,0,81.0,1,10,194593,1,No
47,821211,314601,29,Good,6,27.0,1,1,598846,5,Yes
26,1796596,1215173,17,Excellent,1,58.9,2,8,478215,4,Yes
42,1757969,492029,21,Good,1,71.7,1,9,347196,1,Yes
64,1135154,56546,24,Good,3,83.5,4,25,741781,0,Yes
31,748926,130887,27,Good,4,33.7,0,13,132924,1,Yes
34,970645,590479,20,Excellent,3,21.6,1,16,761352,3,Yes
65,567732,284655,30,Average,1,43.9,2,1,408388,1,No
44,1103160,682218,26,Average,0,74.2,1,11,283984,6,Yes
39,431051,303207,16,Average,2,81.7,2,11,251648,5,No
43,1408337,477242,1,Poor,6,34.1,2,10,634896,2,No
46,1751951,476399,22,Excellent,5,21.8,2,3,476065,0,Yes
46,949097,626681,23,Good,4,82.4,0,9,625257,4,No
59,669066,431806,7,Average,1,78.6,5,6,246559,1,No
46,1604764,206436,3,Good,3,9.4,2,28,979686,3,Yes
32,393981,179755,3,Excellent,4,42.7,3,14,245098,6,No
55,986242,477456,6,Excellent,6,7.4,1,14,709861,1,Yes
61,337462,50186,23,Good,3,53.8,1,5,87250,0,Yes
30,1636081,974553,6,Average,4,75.4,3,10,747249,6,No
50,841616,495423,12,Good,6,60.9,1,8,50838,5,Yes
63,1505569,348573,13,Average,4,88.5,0,15,856219,6,No
25,322980,173765,20,Good,1,78.7,1,7,7659,6,No
28,1375225,810541,27,Excellent,2,50.6,2,2,231186,0,Yes
45,1149211,260399,28,Excellent,3,88.3,2,26,718780,6,Yes
47,775600,279948,28,Average,0,60.8,1,29,273096,6,Yes
57,1728075,445698,15,Good,0,82.3,3,26,1216884,5,Yes
23,1722247,300627,11,Good,3,91.2,5,5,820298,2,No
32,1468592,189586,27,Good,5,86.2,4,4,959007,1,Yes
34,607387,379660,14,Good,7,6.7,4,16,440893,0,No
24,302775,150241,23,Average,4,56.6,2,6,54397,4,No
31,1673934,1242713,1,Good,4,30.7,1,13,1156274,3,Yes
28,1110997,483328,16,Good,7,19.2,0,2,524745,2,Yes
42,621904,292535,13,Average,4,54.8,1,15,366146,3,Yes
32,1451300,1064550,24,Excellent,3,12.8,1,14,605902,3,Yes
58,1395468,823002,19,Average,5,86.1,2,0,534606,1,No
38,336951,153918,29,Average,5,57.0,2,6,36868,4,Yes
47,1087669,90614,30,Good,1,18.0,1,21,830305,6,Yes
65,1103945,267788,26,Poor,3,82.7,3,28,567918,4,No
49,989178,625436,19,Excellent,3,9.9,1,1,131653,1,Yes
54,933704,79646,28,Good,4,7.9,3,30,175881,4,Yes
43,832184,246349,4,Average,6,77.5,1,24,91480,4,No
27,970546,489701,10,Poor,4,83.9,4,9,765893,2,No
35,647243,73698,15,Average,0,44.1,2,17,467057,3,Yes
37,722601,410735,5,Average,1,40.6,2,19,32261,0,No
37,248920,126507,12,Good,7,58.6,1,13,49263,5,No
28,738830,312984,8,Good,3,51.7,2,10,440227,0,No
41,338588,68457,13,Excellent,7,20.2,3,7,262330,5,Yes
50,426183,248487,5,Excellent,1,26.1,1,3,71944,1,Yes
24,710836,197785,17,Excellent,7,62.0,1,3,525879,5,No
44,1678492,473834,13,Good,4,84.6,0,16,933038,3,Yes
23,1208308,782798,7,Excellent,7,92.4,0,5,834442,4,No
64,405371,128163,14,Good,2,89.0,0,18,322552,5,Yes
24,1281928,340785,21,Average,3,72.3,1,6,598201,0,Yes
25,714003,95418,18,Good,7,46.5,0,5,539262,2,No
64,1128163,307859,18,Excellent,1,81.1,2,6,627254,5,Yes
33,655584,27763,8,Poor,4,84.2,2,4,195447,0,No
23,908744,433520,17,Average,6,40.2,1,5,267293,0,No
24,733343,520790,11,Good,5,54.7,1,6,245762,0,No
60,1416026,770854,30,Good,2,81.1,4,15,685893,6,No
47,330787,77067,4,Poor,0,44.8,0,26,140640,1,Yes
30,447986,324768,24,Good,3,85.2,1,10,142773,0,Yes
55,1608127,974199,1,Good,2,90.1,0,21,1101272,4,No
31,460618,28893,20,Excellent,3,25.4,1,1,96428,2,Yes
55,734399,390728,11,Poor,3,67.6,0,24,55497,5,No
31,1297502,684159,2,Good,7,90.2,3,13,141750,0,No
58,653314,429424,17,Good,7,48.0,0,11,473543,4,No
25,1058483,697158,26,Average,5,48.3,2,1,764565,2,Yes
52,1015869,393918,17,Average,2,47.4,1,30,528683,4,Yes
38,1283200,128590,29,Average,0,71.2,3,16,470963,6,Yes
55,706570,28133,26,Good,6,61.6,0,28,166388,2,Yes
61,386402,261775,23,Excellent,0,30.0,2,8,158473,2,Yes
44,725909,109645,11,Average,0,71.9,2,22,228432,6,No
42,1543837,1089700,1,Good,7,43.5,3,24,1110959,3,No
53,442307,246514,12,Good,5,69.9,0,30,44351,3,Yes
33,716437,46068,10,Poor,7,88.8,1,8,546383,0,No
60,768158,185524,11,Poor,4,24.9,2,13,86952,3,No
43,253997,172813,13,Excellent,4,75.4,0,16,7923,0,Yes
30,747344,380445,7,Average,0,68.3,3,4,462142,5,No
59,300029,102125,26,Good,1,52.5,1,17,99236,6,Yes
55,480931,331820,1,Good,2,30.2,1,0,297410,0,No
48,1287054,556025,19,Average,5,44.2,2,21,953592,4,Yes
59,551931,44377,2,Average,1,42.7,3,21,290940,3,No
59,1369941,1014202,16,Good,2,44.9,1,30,415473,3,Yes
22,610424,374251,2,Average,4,23.3,0,4,477227,0,No
34,871738,296909,2,Poor,6,52.4,3,5,630946,4,No
46,372512,98027,16,Average,6,54.8,3,12,8262,3,No
49,1184949,868264,23,Good,0,62.2,2,2,56957,6,No
26,361196,148685,18,Poor,0,41.7,0,3,242534,2,Yes
35,963301,463302,17,Good,0,74.3,1,15,355980,3,No
29,1310392,301722,3,Average,6,42.9,0,1,648335,4,No
46,855453,270035,29,Excellent,4,72.5,1,28,207778,6,Yes
52,831844,623610,26,Poor,6,54.8,1,11,97528,6,No
37,1414915,201660,19,Good,7,25.5,2,1,684383,5,Yes
57,1579384,320287,21,Excellent,6,74.2,1,6,1178881,4,Yes
35,566721,121312,29,Average,6,45.6,1,17,202239,0,Yes
49,429877,175359,6,Poor,2,94.4,3,0,326556,4,No
56,206806,86856,12,Excellent,3,7.0,0,25,67685,4,Yes
26,609667,299504,5,Excellent,3,12.2,1,8,270588,3,Yes
23,366994,252714,24,Average,0,51.2,1,3,280680,4,Yes
32,1513140,384219,18,Good,7,24.9,3,14,952562,5,Yes
49,1250607,899414,19,Poor,5,44.8,5,17,515888,3,No
45,1477991,831476,14,Average,0,71.5,4,0,260550,0,No
60,1443340,990866,2,Excellent,1,47.8,2,22,1124423,0,No
62,1786734,713524,25,Excellent,2,70.0,5,15,748387,3,Yes
41,622939,241019,5,Average,0,28.8,2,15,311233,0,Yes
43,929468,28984,10,Good,7,72.4,2,0,590201,3,No
51,1326332,70137,11,Excellent,4,89.0,2,28,850796,0,No
52,1514742,493787,20,Good,1,31.0,3,2,1142945,4,Yes
42,746956,212041,25,Average,6,29.7,3,17,365567,0,Yes
62,1549363,150445,17,Average,1,85.4,1,19,993937,2,Yes
54,738516,127489,25,Average,4,8.0,6,23,427345,1,Yes
42,1402471,691179,16,Good,7,16.1,4,24,679023,1,Yes
23,966261,123156,27,Average,3,49.2,1,5,84573,1,Yes
46,1207557,161695,18,Average,6,5.5,3,10,919187,2,Yes
53,1413202,874332,17,Good,5,76.6,3,9,281648,2,No
56,1780946,1105667,23,Average,2,46.5,1,1,221587,1,Yes
23,230098,93923,27,Excellent,0,13.0,1,5,137900,0,Yes
30,1406134,787554,24,Excellent,2,61.4,4,12,421735,6,Yes
55,1652178,1030785,5,Poor,5,42.6,1,18,128341,0,No
45,1436715,498313,4,Poor,5,27.7,0,2,99883,4,No
49,857673,604306,14,Excellent,3,46.3,2,25,673765,2,Yes
30,962877,698966,19,Good,5,37.3,1,10,94846,6,Yes
22,460852,110886,16,Average,4,49.3,3,4,132726,5,No
59,1356503,515018,18,Good,3,6.3,0,4,73619,0,Yes
55,452670,94126,13,Average,0,75.6,4,27,319133,2,No
36,587688,284452,28,Good,1,50.9,3,5,433213,3,Yes
26,1342189,801521,14,Good,6,55.3,1,8,954299,6,No
36,1022186,135299,29,Good,4,8.5,1,7,482796,6,Yes
42,1700708,659985,18,Good,3,35.8,2,17,848958,2,Yes
52,1375885,281584,1,Good,3,25.8,0,2,749217,2,No
32,1794432,198382,20,Good,0,47.8,2,1,754740,2,No
63,867605,108665,1,Average,4,74.9,3,4,475342,1,No
45,676574,315247,14,Good,4,47.3,2,13,430424,6,No
36,634162,73303,3,Excellent,6,48.6,1,15,257477,6,No
27,815567,471247,18,Excellent,2,35.9,0,9,103727,2,Yes
50,1337655,753376,19,Excellent,5,36.3,3,12,274718,5,No
53,211852,91863,27,Average,2,70.7,0,25,124297,6,Yes
27,244200,29792,9,Good,7,32.1,0,9,68473,1,No
65,243037,162045,23,Average,4,66.9,4,28,158219,3,No
37,614376,40980,16,Good,6,81.4,2,13,200592,5,No
55,1130991,741711,4,Good,4,9.3,2,16,830588,2,Yes
38,636162,160598,2,Good,4,15.1,1,18,359271,6,No
38,1155776,703525,7,Average,2,45.0,0,20,200333,2,No
36,1021965,635240,19,Excellent,1,68.1,1,18,237920,5,No
38,737243,125506,25,Excellent,3,43.9,0,18,189898,3,Yes
52,1095207,241440,19,Good,4,70.6,5,13,520830,6,No
40,306498,97075,17,Good,5,65.5,1,13,62091,0,No
59,690370,463697,28,Average,2,7.6,2,9,151260,6,Yes
45,615477,18547,23,Average,1,54.8,3,20,326732,1,Yes
34,1386751,942977,27,Good,3,47.8,2,6,270563,1,Yes
42,1645792,188347,12,Average,0,81.2,1,12,1274256,4,No
42,1140652,704440,18,Good,5,51.0,3,17,42371,0,No
60,1466980,917105,16,Excellent,5,40.7,4,13,1160260,2,Yes
50,1069497,611252,29,Average,4,50.5,3,18,206621,2,Yes
62,792492,288127,7,Good,2,55.8,1,27,70773,2,Yes
43,977232,90917,15,Good,5,89.0,2,4,591858,1,No
21,1504667,459257,29,Poor,3,62.1,2,3,645937,5,No
32,703156,109309,13,Poor,1,93.4,2,8,119651,2,No
49,868152,434198,18,Average,4,69.3,2,2,673978,0,No
23,295359,62621,15,Average,6,46.0,4,0,234714,1,No
56,968768,520170,13,Excellent,6,5.2,3,21,524601,4,Yes
49,1086323,106936,1,Average,6,82.8,3,11,439474,1,No
44,480486,279133,11,Good,7,45.0,2,11,278003,5,No
53,1574947,116309,20,Poor,4,58.1,1,26,860210,1,Yes
61,899401,514986,20,Good,0,81.2,5,16,390609,1,No
38,1191316,282775,23,Good,7,80.2,0,8,397254,2,No
57,1629160,154346,2,Average,7,55.2,1,15,444142,6,No
31,1218336,56040,29,Good,2,31.5,6,13,514218,1,Yes
53,893708,336674,9,Excellent,4,34.0,3,27,316650,6,No
65,195434,74676,7,Good,4,79.8,5,28,14044,6,No
53,1214262,452983,11,Good,3,74.6,2,17,375349,3,No
33,1159062,519643,19,Excellent,0,31.8,1,15,298939,3,Yes
37,1391569,458063,16,Good,3,91.2,1,19,786525,3,No
45,1732226,171360,23,Average,3,47.6,1,4,1135857,5,No
55,515441,200367,6,Average,6,89.0,2,20,311909,2,No
63,335683,121249,28,Excellent,0,32.3,1,0,113233,2,Yes
26,431537,103516,24,Average,1,71.5,2,8,295684,4,No
28,879151,247791,17,Good,1,23.9,0,10,211254,1,Yes
21,1320234,640518,15,Good,5,87.2,3,3,284532,3,No
56,1383202,284070,29,Average,3,11.4,1,17,477062,1,Yes
41,218547,113770,3,Average,3,89.5,1,2,73381,3,No
53,795175,211735,12,Good,7,70.8,3,23,533723,0,No
43,208625,140858,28,Poor,6,28.2,5,25,10464,1,Yes
58,914417,262322,13,Good,6,61.3,3,11,508773,2,No
61,468816,278437,2,Average,3,38.4,3,5,95284,1,No
49,468963,305621,17,Good,5,56.7,1,7,344275,3,Yes
41,1785235,152062,14,Good,4,87.3,1,20,319068,2,Yes
50,1166753,440135,2,Poor,5,40.8,3,11,105947,4,No
56,362024,217161,30,Excellent,1,6.8,1,21,33094,5,Yes
57,1351364,298741,5,Poor,1,80.2,1,28,1029067,5,No
50,357164,157755,9,Good,1,57.4,2,29,214941,4,Yes
38,431351,117753,19,Poor,4,19.4,2,3,167411,6,Yes
63,574423,251691,6,Average,3,83.1,3,5,311445,2,No
41,1052328,105449,21,Good,0,90.9,6,5,256248,5,No
28,472985,167701,9,Average,3,58.8,0,10,141077,3,No
62,937771,662180,17,Good,6,48.3,1,13,147517,0,Yes
25,234189,149296,8,Poor,0,20.0,0,4,101358,5,Yes
25,1223445,587279,19,Good,2,90.6,1,7,68330,3,No
48,1379151,778464,26,Average,6,80.5,2,30,543447,3,Yes
46,445972,94805,6,Good,4,13.5,3,27,125784,0,Yes
49,783291,72931,3,Good,7,34.8,4,17,324044,2,No
35,1348311,894250,16,Excellent,6,88.6,3,10,703486,4,No
44,1462789,480455,16,Good,5,9.0,2,26,644932,6,Yes
41,524710,190101,18,Good,0,31.2,2,6,410866,0,Yes
51,356743,227913,6,Poor,2,5.5,2,17,82752,0,No
62,1263349,534479,18,Good,7,74.5,1,30,388290,1,Yes
32,321214,104398,6,Excellent,0,73.6,2,9,13770,1,No
52,516907,150103,9,Average,7,31.7,2,15,99044,5,No
31,492813,113593,16,Poor,7,46.6,1,9,134632,4,No
21,836031,274406,2,Good,6,89.9,2,3,327526,0,No
32,414104,127944,1,Average,3,41.3,3,14,190425,1,No
49,233909,53228,27,Average,6,49.3,0,14,170959,6,Yes
57,445798,23905,29,Average,1,33.2,2,2,283400,0,Yes
21,1539231,807870,16,Excellent,1,58.1,0,3,1046788,3,Yes
31,1486379,1094709,4,Excellent,7,25.8,1,11,874778,5,No
24,732467,542842,16,Average,0,13.4,0,6,428937,0,Yes
30,370706,211149,23,Poor,5,32.6,0,11,66120,0,Yes
35,725096,161362,4,Good,1,86.8,3,17,327599,4,No
52,1773431,610454,28,Good,6,18.2,1,1,1358693,6,Yes
30,1266787,773126,3,Poor,6,16.3,3,12,541806,1,No
51,1107460,753695,2,Good,2,26.8,2,5,549147,6,No
29,1797227,378815,13,Good,6,88.2,1,11,659675,4,No
62,1425129,302164,1,Good,7,35.0,0,27,1034198,4,Yes
53,1563674,399356,2,Good,0,89.5,1,13,1226312,5,No
34,1291671,429355,17,Poor,3,26.6,2,16,424402,6,No
51,595384,149424,14,Excellent,4,31.5,0,25,182589,4,Yes
52,1408361,301139,16,Good,3,12.9,1,3,831722,6,Yes
37,1244605,569705,3,Good,4,35.1,4,12,169178,5,No
61,1761420,979270,29,Good,4,25.9,3,7,634182,5,Yes
54,455709,60347,22,Good,5,76.4,0,24,23213,3,Yes
23,1046964,343842,23,Poor,2,27.7,1,5,212986,1,Yes
54,1411619,187649,12,Poor,0,34.1,2,25,697538,0,Yes
54,1464294,399910,10,Good,7,90.3,0,8,172965,6,No
60,634179,445952,2,Average,3,43.1,4,24,436536,5,No
53,488623,272706,25,Good,7,40.9,0,30,341581,1,Yes
46,271218,11836,2,Average,3,88.6,1,17,116809,4,No
25,1437100,574553,14,Excellent,1,77.9,4,7,660699,6,No
47,317084,61724,24,Poor,2,48.5,2,10,150325,1,No
28,275028,144965,15,Poor,7,38.6,0,10,218870,4,No
48,1768878,395467,15,Good,5,51.3,2,9,1232692,1,No
64,425404,106956,25,Good,1,6.1,4,29,261391,1,Yes
56,1795685,112001,26,Good,6,9.3,3,24,519797,4,Yes
60,583322,252267,14,Excellent,4,24.1,1,21,88561,3,Yes
42,887755,68698,3,Poor,6,82.4,2,17,333932,6,No
38,634418,38818,26,Good,2,90.8,4,8,309705,6,No
22,516227,269217,19,Excellent,4,84.4,1,4,148701,1,No
54,574597,219902,16,Good,7,8.4,3,16,42196,4,Yes
26,298581,137938,21,Good,7,21.3,4,8,167281,4,Yes
41,645453,152136,10,Average,2,34.8,2,0,424869,1,No
27,1772201,629357,6,Excellent,1,78.3,2,3,875508,4,No
65,976948,600653,21,Excellent,4,13.2,0,16,48466,2,Yes
22,1148616,47536,12,Average,1,76.8,0,4,193823,4,No
65,458710,78414,26,Good,3,41.2,2,30,239126,4,Yes
63,328087,220053,7,Excellent,1,52.8,1,27,232019,6,Yes
62,1387956,827036,3,Excellent,0,27.9,1,9,742483,6,Yes
